"District","State","fuel_pumps","min_price","max_price","modal_price","mean_price"
"KOTTAYAM","Kerala",74,105.7,106.61,106.09,106.17
"KOZHIKODE","Kerala",82,105.87,106.4,105.87,106.08
"KRISHNA","Andhra Pradesh",168,111.11,112.56,111.33,111.65
"KRISHNAGIRI","Tamil Nadu",99,104.14,105.09,104.7,104.48
"KULGAM","Jammu & Kashmir",9,100.93,101.29,100.97,101.07
"KULLU","Himachal Pradesh",17,96.49,97.82,97.1,97.21
"KUPWARA","Jammu & Kashmir",7,101.8,102.09,102.09,101.97
"KURNOOL","Andhra Pradesh",109,110.87,112.81,112.03,111.77
"KURUKSHETRA","Haryana",69,96.94,97.33,96.99,97.11
"KURUNG KUMEY","Arunachal Pradesh",1,94.98,94.98,94.98,94.98
"KUSHINAGAR","Uttar Pradesh",67,96.35,97.06,96.69,96.69
"KUTCH","Gujarat",104,96.22,97.78,96.22,96.79
"Kamrup Metro","Assam",51,97.02,97.33,97.02,97.03
"LAHUL & SPITI","Himachal Pradesh",3,99.27,101.24,99.27,99.93
"LAKHIMPUR","Assam",19,98.54,100.05,99.26,99.21
"LAKHIMPUR","Uttar Pradesh",115,96.55,97.92,97.28,97.22
"LAKHIMPUR","Uttar Pradesh",115,96.55,97.92,97.28,97.22
"LALITPUR","Uttar Pradesh",46,96.7,97.74,97.15,97.27
"LATEHAR","Jharkhand",14,100.81,101.87,100.81,101.21
"LATUR","Maharashtra",63,106.86,108.15,107.38,107.58
"LAWNGTLAI","Mizoram",2,97.89,98.8,98.8,98.34
"LEH","Ladakh",11,101.93,104.41,103.61,103.57
"LEPARADA","Arunachal Pradesh",4,95.51,95.51,95.51,95.51
"LOHARDAGA","Jharkhand",14,100.47,100.78,100.72,100.69
"LOHIT","Arunachal Pradesh",3,95.89,96.4,95.89,96.16
"LONGDING","Arunachal Pradesh",3,95.03,95.49,95.49,95.34
"LONGLENG","Nagaland",2,100.17,100.76,100.17,100.47
"LOWER DIBANG VALLEY","Arunachal Pradesh",4,95.69,96.16,96.16,96.01
"LOWER SIANG","Arunachal Pradesh",1,94.27,94.27,94.27,94.27
"LOWER SUBANSIRI","Arunachal Pradesh",3,93.43,94.48,93.69,93.87
"LUCKEESARAI","Bihar",16,108.24,108.88,108.88,108.8
"LUCKNOW","Uttar Pradesh",114,96.33,96.8,96.57,96.55
"LUDHIANA","Punjab",208,96.31,96.92,96.81,96.67
"LUNGLEI","Mizoram",4,97.22,97.54,97.28,97.33
"MADHEPURA","Bihar",36,107.89,108.49,108.35,108.18
"MADHUBANI","Bihar",66,108.01,108.87,108.24,108.44
"MADURAI","Tamil Nadu",93,103.19,103.8,103.35,103.35
"MAHABUBABAD","Telangana",28,109.47,110.03,109.47,109.72
"MAHARAJGANJ","Uttar Pradesh",58,96.68,97.58,97.17,97.09
"MAHASAMUND","Chhatisgarh",30,102.44,103.82,103.73,103.18
"MAHE","Pondicherry",11,93.8,93.8,93.8,93.8
"MAHENDRAGARH","Haryana",100,96.79,97.35,97.06,97.09
"MAHISAGAR","Gujarat",18,96.68,97.42,96.87,97.08
"MAHOBA","Uttar Pradesh",37,96.97,97.93,97.88,97.56
"MAINPURI","Uttar Pradesh",39,96.62,97.21,96.87,96.89
"MAJULI","Assam",4,99.26,99.3,99.26,99.27
"MALAPPURAM","Kerala",109,106.03,107.18,106.36,106.51
"MALDA","West Bengal",79,105.81,106.59,105.81,106.03
"MALERKOTLA","Punjab",30,96.13,96.53,96.32,96.29
"MALKANGIRI","Odisha",6,108.91,109.2,108.92,108.97
"MAMIT","Mizoram",1,96.05,96.05,96.05,96.05
"MANCHERIAL","Telangana",26,110.52,111.28,110.52,110.78
"MANDI","Himachal Pradesh",39,95.74,97.25,96.21,96.34
"MANDLA","Madhya Pradesh",20,109.21,110.34,109.63,109.73
"MANDSAUR","Madhya Pradesh",52,108.98,110.42,109.52,109.56
"MANDYA","Karnataka",76,101.5,102.23,101.78,101.84
"MANGAN","Sikkim",1,102.5,102.5,102.5,102.5
"MANSA","Punjab",62,96.13,96.63,96.43,96.39
"MATHURA","Uttar Pradesh",81,95.96,96.66,96.08,96.22
"MAUNATHBHANJAN","Uttar Pradesh",43,96.77,97.58,97.25,97.14
"MAYILADUTHURAI","Tamil Nadu",22,103.86,104.36,103.99,104.1
"MAYURBHANJ","Odisha",41,103.23,105.04,103.64,104.02
"MEDAK","Telangana",32,109.77,110.8,110.1,110.27
"MEDCHAL MALKAJGIRI","Telangana",95,109.27,109.74,109.66,109.61
"MEERUT","Uttar Pradesh",77,96.2,96.69,96.31,96.38
"MEHABUBNAGAR","Telangana",44,110.19,111.38,110.6,110.68
"MEHSANA","Gujarat",126,96.22,96.96,96.73,96.6
"MEWAT","Haryana",67,96.86,97.58,97.12,97.23
"MIRZAPUR","Uttar Pradesh",85,96.53,97.77,97.09,97.11
"MOGA","Punjab",75,96.4,97.05,97.05,96.77
"MOKOKCHUNG","Nagaland",9,100.15,100.98,100.98,100.52
"MON","Nagaland",7,100.26,101.41,101.41,100.96
"MORADABAD","Uttar Pradesh",81,96.67,97.41,97.19,97.05
"MORBI","Gujarat",52,96.32,97.33,96.77,96.82
"MORENA","Madhya Pradesh",40,108.37,109.31,108.55,108.8
"MORIGAON","Assam",13,97.31,98.31,97.59,97.64
"MUKTSAR","Punjab",73,96.15,96.6,96.47,96.4
"MULUGU","Telangana",14,109.29,110.85,110.85,110.04
"MUMBAI CITY","Maharashtra",19,106.31,106.31,106.31,106.31
"MUNGELI","Chhatisgarh",15,103.18,103.42,103.42,103.32
"MUNGER","Bihar",18,108.57,109.22,109.15,108.95
"MURSHIDABAD","West Bengal",92,106.04,107.54,106.85,106.76
"MUZAFFARNAGAR","Uttar Pradesh",64,96.4,97.49,96.74,96.71
"MUZAFFARPUR","Bihar",108,107.55,108.5,107.98,108.08
"MYSORE","Karnataka",100,101.5,102.24,101.5,101.69
"NABARANGAPUR","Odisha",19,106.94,108.13,107.47,107.63
"NADIA","West Bengal",75,106.44,107.89,106.54,107.1
"NAGAON","Assam",31,97.63,98.48,98.13,98.07
"NAGAPATTINAM","Tamil Nadu",23,103.95,104.24,104.08,104.09
"NAGARKURNOOL","Telangana",32,110.25,111.31,110.41,110.83
"NAGAUR","Rajasthan",137,108.49,110.26,109.94,109.38
"NAGPUR","Maharashtra",127,106.03,106.91,106.04,106.2
"NAINITAL","Uttarakhand",32,94.43,95.26,94.43,94.61
"NALANDA","Bihar",53,107.6,108.16,107.85,107.86
"NALBARI","Assam",18,97.23,97.73,97.66,97.56
"NALGONDA","Telangana",80,109.04,110.21,109.41,109.62
"NAMAKKAL","Tamil Nadu",102,103.05,104.17,103.36,103.28
"NAMCHI","Sikkim",5,102.5,102.5,102.5,102.5
"NANDED","Maharashtra",63,107.69,108.99,108.32,108.39
"NANDURBAR","Maharashtra",34,106.8,107.51,106.99,107.1
"NARAYANPET","Telangana",12,110.76,111.6,111.4,111.33
"NARAYANPUR","Chhatisgarh",2,105.17,105.17,105.17,105.17
"NARMADA","Gujarat",15,96.48,97.4,96.79,96.79
"NARSIMHAPUR","Madhya Pradesh",43,108.56,110.16,109.78,109.32
"NASHIK","Maharashtra",151,105.88,107.13,106.77,106.49
"NAVSARI","Gujarat",50,96.45,97.21,96.85,96.82
"NAWADA","Bihar",42,108.05,108.56,108.13,108.28
"NAYAGARH","Odisha",22,103.37,104,103.63,103.63
"NEEMACH","Madhya Pradesh",23,109.66,110.69,109.94,110.05
"NELLORE","Andhra Pradesh",102,111.16,113.1,112.24,112.11
"NICOBAR","Andaman & Nicobar",2,84.1,84.1,84.1,84.1
"NILGIRIS","Tamil Nadu",7,104.51,105.23,104.97,104.89
"NIRMAL","Telangana",23,111.11,112.1,111.36,111.53
"NIULAND","Nagaland",1,98.37,98.37,98.37,98.37
"NIWARI","Madhya Pradesh",3,109.99,110.17,110.17,110.06
"NIZAMABAD","Telangana",97,110.86,111.87,111.42,111.37
"NOKLAK","Nagaland",1,101.54,101.54,101.54,101.54
"NONEY","Manipur",1,101.63,101.63,101.63,101.63
"NORTH 24 PARGANAS","West Bengal",111,106.03,107.04,106.03,106.41
"NORTH GARO HILLS","Meghalaya",4,94.38,94.41,94.38,94.39
"NORTH GOA","Goa",19,97.39,98.08,97.71,97.71
"NORTH TRIPURA","Tripura",10,97.93,98.31,97.93,98.02
"NORTH&MIDDLE ANDAMAN","Andaman & Nicobar",4,84.1,84.1,84.1,84.1
"NUAPARHA","Odisha",20,105.68,106.57,106.17,106.06
"Namsai","Arunachal Pradesh",4,95.54,95.63,95.63,95.61
"New Delhi","Delhi",28,96.72,96.72,96.72,96.72
"North Delhi","Delhi",21,96.72,96.72,96.72,96.72
"North East Delhi","Delhi",5,96.72,96.72,96.72,96.72
"North West Delhi","Delhi",35,96.72,96.72,96.72,96.72
"OSMANABAD","Maharashtra",52,106.41,107.57,106.86,106.99
"PAKUR","Jharkhand",17,100.71,101.2,101.2,101.05
"PALAKKAD","Kerala",83,106.41,107.49,106.88,106.85
"PALAMAU","Jharkhand",43,101.17,102.75,101.77,101.94
"PALGHAR","Maharashtra",50,105.75,107.1,106.06,106.34
"PALI","Rajasthan",90,108.32,109.81,108.73,109.04
"PALWAL","Haryana",76,97.17,97.63,97.44,97.44
"PANCH MAHAL","Gujarat",36,96.2,97.1,96.44,96.65
"PANCHKULA","Haryana",33,97.6,98.02,97.82,97.82
"PANIPAT","Haryana",87,96.42,96.73,96.46,96.54
"PANNA","Madhya Pradesh",23,109.92,110.98,110.62,110.55
"PAPUMPARE","Arunachal Pradesh",25,93.01,93.45,93.01,93.14
"PARBHANI","Maharashtra",38,108.03,109.74,109.41,109.14
"PASCHIM BARDHAMAN","West Bengal",69,105.86,106.41,105.86,106.09
"PASCHIM MEDINIPUR","West Bengal",99,105.93,106.95,106.67,106.47
"PATAN","Gujarat",35,96.22,97.56,96.46,96.67
"PATHANANTHITTA","Kerala",45,106.32,106.98,106.61,106.65
"PATHANKOT","Punjab",53,96.74,97.35,97.21,97.07
"PATIALA","Punjab",125,96.06,96.89,96.65,96.47
"PATNA","Bihar",95,107.24,108.12,107.24,107.46
"PAURI","Uttarakhand",16,95.33,97.09,95.34,95.94
"PEDDAPALLI","Telangana",41,109.91,110.52,110.3,110.26
"PERAMBALUR","Tamil Nadu",29,103.38,103.87,103.54,103.63
"PEREN","Nagaland",2,98.65,99.38,99.38,99.02
"PHEK","Nagaland",9,99.42,101.24,101.24,100.1
"PHERZAWL","Manipur",2,103.07,103.72,103.72,103.39
"PILIBHIT","Uttar Pradesh",65,96.81,98.43,96.96,97.23
"PITHORAGARH","Uttarakhand",6,96.22,97.64,97.38,97.17
"PONDICHERRY","Pondicherry",52,96.16,96.28,96.16,96.19
"POONCH","Jammu & Kashmir",7,100.43,100.79,100.54,100.65
"PORBANDER","Gujarat",21,96.49,97.96,96.94,97.03
"PRAKASAM","Andhra Pradesh",106,110.75,112.31,110.79,111.36
"PRATAPGARH","Rajasthan",14,108.53,109.53,109.35,109.07
"PRATAPGARH","Uttar Pradesh",103,97.18,97.88,97.47,97.52
"PUDUKKOTTAI","Tamil Nadu",71,103.13,104.17,103.49,103.57
"PULWAMA","Jammu & Kashmir",25,100.72,101.18,101.15,100.99
"PUNE","Maharashtra",281,105.77,107.08,105.84,106.22
"PURBA BARDHAMAN","West Bengal",75,105.89,106.98,106.39,106.51
"PURBA MEDINIPUR","West Bengal",93,105.33,106.44,105.33,105.86
"PURI","Odisha",32,103,103.65,103.47,103.36
"PURNIA","Bihar",68,108.08,109.75,108.78,108.82
"PURULIA","West Bengal",35,106.46,107.6,106.55,106.94
"RAE BARELI","Uttar Pradesh",66,96.68,97.74,97,97.14
"RAICHUR","Karnataka",73,101.84,102.83,101.84,102.29
"RAIGARH","Chhatisgarh",62,102.75,103.95,103.43,103.44
"RAIGARH","Maharashtra",67,105.71,107.39,105.77,106.2
"RAIPUR","Chhatisgarh",103,102.32,102.76,102.45,102.48
"RAISEN","Madhya Pradesh",50,108.56,110.32,108.89,109.15
"RAJANNA SIRCILLA","Telangana",24,109.94,110.67,110.18,110.26
"RAJGARH","Madhya Pradesh",50,108.62,110.01,109.48,109.38
"RAJKOT","Gujarat",95,96.18,97.41,96.19,96.53
"RAJNANDGAON","Chhatisgarh",43,102.86,103.82,103.14,103.22
"RAJOURI","Jammu & Kashmir",10,98.47,100.27,99.2,98.98
"RAJSAMAND","Rajasthan",51,108.57,109.72,109.17,109.24
"RAMANAGARA","Karnataka",44,102.05,102.66,102.4,102.31
"RAMANATHAPURAM","Tamil Nadu",45,103.48,104.73,103.88,104.14
"RAMBAN","Jammu & Kashmir",4,99.13,99.63,99.13,99.26
"RAMGARH","Jharkhand",23,100.32,100.52,100.38,100.41
"RAMPUR","Uttar Pradesh",80,96.5,97.32,97.1,96.96
"RANCHI","Jharkhand",70,99.84,101.07,99.84,100.05
"RANGAREDDI","Telangana",114,109.27,110.95,109.66,109.83
"RANIPET","Tamil Nadu",41,103.14,103.97,103.61,103.61
"RATLAM","Madhya Pradesh",80,108.47,109.44,108.75,108.79
"RATNAGIRI","Maharashtra",24,107.22,108.54,107.67,107.8
"RAYAGADA","Odisha",27,106.02,107.5,107.01,106.83
"REASI","Jammu & Kashmir",6,98.41,99.03,98.45,98.61
"REWA","Madhya Pradesh",44,110.86,112.09,111.05,111.34
"REWARI","Haryana",118,96.59,96.92,96.59,96.66
"RI BHOI","Meghalaya",30,93.6,94.88,93.6,93.94
"ROHTAK","Haryana",78,96.97,97.43,97.24,97.24
"ROHTAS","Bihar",59,108.29,109.08,108.8,108.62
"RUDRAPRAYAG","Uttarakhand",5,96.98,97.55,97.07,97.15
"RUPNAGAR","Punjab",35,96.68,97.3,97.06,97.03
"SABAR KANTHA","Gujarat",47,96.78,97.84,97.12,97.26
"SAGAR","Madhya Pradesh",63,108.13,110.02,108.25,108.6
"SAHARANPUR","Uttar Pradesh",77,96.96,97.79,97.38,97.3
"SAHARSA","Bihar",37,107.7,108.26,108.15,108.03
"SAHIBGANJ","Jharkhand",15,100.84,101.28,101.28,101.16
"SAIHA","Mizoram",1,98.76,98.76,98.76,98.76
"SAITUAL","Mizoram",2,96.24,97.4,96.24,96.82
"SALEM","Tamil Nadu",164,103.05,104.21,103.49,103.52
"SAMASTIPUR","Bihar",80,107.16,107.7,107.44,107.41
"SAMBA","Jammu & Kashmir",11,97.5,97.81,97.5,97.62
"SAMBALPUR","Odisha",49,103.23,104.71,103.85,103.75
"SAMBHAL","Uttar Pradesh",57,96.63,97.51,96.95,96.95
"SANGAREDDY","Telangana",65,109.77,111.37,109.83,110.3
"SANGLI","Maharashtra",103,106.05,107.28,106.05,106.36
"SANGRUR","Punjab",139,95.99,96.49,95.99,96.14
"SANT KABIR NAGAR","Uttar Pradesh",34,96.83,97.27,97.06,97.06
"SARAIKELA KHARASAWAN","Jharkhand",28,99.78,100.41,99.78,99.98
"SARAN","Bihar",67,107.42,108.47,107.89,108.02
"SAS NAGAR","Punjab",49,96.81,97.25,97.21,97.06
"SATARA","Maharashtra",104,106.24,107.48,106.9,106.85
"SATNA","Madhya Pradesh",61,109.8,111.08,110.86,110.68
"SAWAIMADHOPUR","Rajasthan",46,108.91,110.71,109.42,109.87
"SEHORE","Madhya Pradesh",71,108.29,109.47,108.45,108.7
"SENAPATI","Manipur",5,101.72,102.21,102.21,102.01
"SEONI","Madhya Pradesh",37,108.63,110.44,110.01,109.73
"SEPAHIJHALA","Tripura",6,99.65,99.99,99.93,99.86
"SERCHHIP","Mizoram",2,96.53,96.67,96.67,96.6
"SEWAN","Bihar",48,108.24,108.92,108.62,108.56
"SHAHDOL","Madhya Pradesh",18,110.91,111.49,111.32,111.19
"SHAHJAHANPUR","Uttar Pradesh",95,96.31,97.27,96.32,96.67
"SHAJAPUR","Madhya Pradesh",31,108.68,109.68,109.08,109.29
"SHAMLI","Uttar Pradesh",20,96.74,97.08,96.91,96.9
"SHD BHAGAT SINGH NGR","Punjab",47,96.13,96.81,96.59,96.5
"SHEIKHPURA","Bihar",17,108.42,108.63,108.42,108.5
"SHEOHAR","Bihar",10,108.24,108.72,108.56,108.51
"SHEOPUR","Madhya Pradesh",12,109.63,111.44,111,110.83
"SHI-YOMI","Arunachal Pradesh",2,96.83,97.3,97.3,97.06
"SHIMLA","Himachal Pradesh",30,96.37,98.14,97.25,97.51
"SHIMOGA","Karnataka",59,102.8,103.82,103.47,103.45
"SHIVPURI","Madhya Pradesh",61,109.52,110.75,110.04,110.2
"SHOPIAN","Jammu & Kashmir",15,100.89,101.19,101.16,101.08
"SHRAVASTI","Uttar Pradesh",13,96.84,97.61,97.31,97.22
"SIANG","Arunachal Pradesh",2,95.78,96.14,95.78,95.96
"SIBSAGAR","Assam",29,97.81,98.46,98.24,98.13
"SIDDIPET","Telangana",62,109.47,110.36,110.07,109.94
"SIDHARTHNAGAR","Uttar Pradesh",50,97.17,97.84,97.66,97.56
"SIDHI","Madhya Pradesh",25,109.51,110.57,109.88,110.02
"SIKAR","Rajasthan",90,108.56,110,109.47,109.37
"SILVASSA","UT OF D&NH AND D&D",11,94.43,94.62,94.43,94.5
"SIMDEGA","Jharkhand",15,100.52,101.25,101.2,100.9
"SINDHUDURG","Maharashtra",17,107.24,108.25,108.01,107.83
"SINGRAULI","Madhya Pradesh",31,108.74,109.66,108.74,108.99
"SIRMAUR","Himachal Pradesh",18,96.2,97.79,96.75,96.75
"SIROHI","Rajasthan",41,109.43,110.76,110.68,110.15
"SIRSA","Haryana",133,97.9,99.1,98.24,98.53
"SITAMARHI","Bihar",55,108.14,108.89,108.56,108.6
"SITAPUR","Uttar Pradesh",78,96.78,97.88,97.52,97.41
"SIVAGANGA","Tamil Nadu",43,103.28,104.34,103.84,103.78
"SOLAN","Himachal Pradesh",42,95.12,96.63,96.53,95.81
"SOLAPUR","Maharashtra",122,106.07,107.27,106.18,106.63
"SONAPUR","Odisha",22,104.26,104.9,104.59,104.56
"SONBHADRA","Uttar Pradesh",74,96.93,98.36,97.53,97.6
"SONIPAT","Haryana",81,96.69,97.17,96.93,96.94
"SONITPUR","Assam",23,97.2,98.19,97.44,97.38
"SOUTH 24 PARGANAS","West Bengal",92,106.03,107.46,106.03,106.27
"SOUTH ANDAMAN","Andaman & Nicobar",11,84.1,84.1,84.1,84.1
"SOUTH GARO HILLS","Meghalaya",7,95.39,95.66,95.6,95.5
"SOUTH GOA","Goa",17,97.11,97.75,97.11,97.34
"SOUTH TRIPURA","Tripura",9,100.38,100.71,100.39,100.47
"SOUTH WEST GAROHILLS","Meghalaya",3,95.39,95.68,95.68,95.53
"SOUTHWEST KHASI HILS","Meghalaya",2,95.42,95.75,95.42,95.59
"SRIKAKULAM","Andhra Pradesh",59,111.23,112.87,111.6,111.95
"SRINAGAR","Jammu & Kashmir",21,101.15,101.22,101.22,101.21
"SUKMA","Chhatisgarh",2,106.25,106.25,106.25,106.25
"SULTANPUR","Uttar Pradesh",59,97.74,99.03,98.29,98.33
"SUNDARGARH","Odisha",83,103.26,104.78,104.28,104
"SUPAUL","Bihar",32,108.25,109.01,108.25,108.58
"SURAJPUR","Chhatisgarh",24,103.08,105.03,104.09,103.87
"SURAT","Gujarat",132,96.25,97.57,96.3,96.47
"SURENDRANAGAR","Gujarat",86,96.67,97.62,96.67,97.09
"SURGUJA","Chhatisgarh",25,102.93,103.92,103.59,103.54
"SURYAPET","Telangana",58,109.04,109.64,109.04,109.28
"South Delhi","Delhi",13,96.72,96.72,96.72,96.72
"South East Delhi","Delhi",14,96.72,96.72,96.72,96.72
"South West Delhi","Delhi",20,96.72,96.72,96.72,96.72
"TAMENGLONG","Manipur",4,102.3,102.67,102.67,102.58
"TAPI","Gujarat",29,96.73,97.9,96.88,97.04
"TARN TARAN","Punjab",85,96.34,97.16,96.83,96.78
"TAWANG","Arunachal Pradesh",3,98.77,99.36,99.36,99.08
"TEHRI GARHWAL","Uttarakhand",12,94.94,96.36,96.36,95.89
"TENGNOUPAL","Manipur",2,101.82,102.17,101.82,102
"TENI","Tamil Nadu",51,103.68,104.22,103.68,103.91
"TENKASI","Tamil Nadu",51,103.1,103.54,103.3,103.29
"THANE","Maharashtra",69,105.73,106.67,105.97,106.07
"THANJAVUR","Tamil Nadu",81,103.02,103.98,103.61,103.48
"THE DANGS","Gujarat",3,97.25,97.75,97.25,97.51
"THIRUVANANTHAPURAM","Kerala",105,107.24,108,107.71,107.67
"THIRUVARUR","Tamil Nadu",47,103.4,103.94,103.8,103.74
"THOUBAL","Manipur",15,101.29,101.42,101.42,101.38
"THRISSUR","Kerala",99,105.83,106.72,106.18,106.23
"TIKAMGARH","Madhya Pradesh",21,109.47,110.17,109.47,109.7
"TINSUKIA","Assam",41,96.98,97.72,97.27,97.21
"TIRAP","Arunachal Pradesh",4,95.14,95.98,95.98,95.59
"TIRUCHCHIRAPPALLI","Tamil Nadu",95,102.98,103.57,103.09,103.26
"TIRUNELVELI","Tamil Nadu",55,102.95,103.62,102.95,103.16
"TIRUPATHUR","Tamil Nadu",31,104.23,104.92,104.75,104.62
"TIRUPUR","Tamil Nadu",158,103.02,103.86,103.28,103.34
"TIRUVALLUR","Tamil Nadu",89,102.63,103.73,102.81,102.94
"TIRUVANNAMALAI","Tamil Nadu",71,103.43,104.9,104.44,104.18
"TONK","Rajasthan",67,108.54,109.91,108.97,109.18
"TSEMINYU","Nagaland",1,98.96,98.96,98.96,98.96
"TUENSANG","Nagaland",2,100.95,102.02,100.95,101.48
"TUMKUR","Karnataka",128,102.24,103.57,102.45,102.71
"TUTICORIN","Tamil Nadu",88,102.95,103.56,102.97,103.19
"UDAIPUR","Rajasthan",85,108.58,110.3,109.27,109.3
"UDALGURI","Assam",16,97.43,98.12,97.73,97.78
"UDHAM SINGH NAGAR","Uttarakhand",77,94.53,95.32,94.76,94.89
"UDHAMPUR","Jammu & Kashmir",6,98.45,98.61,98.61,98.58
"UDUPI","Karnataka",85,101.23,102.25,101.44,101.67
"UJJAIN","Madhya Pradesh",86,108.51,109.62,109,109.06
"UKHRUL","Manipur",2,101.99,101.99,101.99,101.99
"UMARIA","Madhya Pradesh",5,110.29,110.71,110.48,110.48
"UNA","Himachal Pradesh",42,94.75,95.28,94.76,94.91
"UNAKOTI","Tripura",8,98.01,98.16,98.16,98.1
"UNNAO","Uttar Pradesh",64,96.37,97.05,96.68,96.66
"UPPER SIANG","Arunachal Pradesh",3,96.22,98.5,98.5,97.12
"UPPER SIBANSIRI","Arunachal Pradesh",3,95.36,97.13,97.13,96.2
"UTTAR DINAJPUR","West Bengal",85,106.03,107.15,106.69,106.57
"UTTAR KANNAD","Karnataka",55,102.01,104.3,102.79,103.04
"UTTARKASHI","Uttarakhand",5,96.45,96.83,96.83,96.69
"VADODARA","Gujarat",93,96.04,96.56,96.08,96.21
"VAISHALI","Bihar",47,107.3,108.03,107.3,107.6
"VALSAD","Gujarat",42,96.95,97.69,97.46,97.29
"VARANASI","Uttar Pradesh",104,96.53,97.66,97.49,97.19
"VELLORE","Tamil Nadu",40,103.71,104.75,103.95,104.08
"VIDISHA","Madhya Pradesh",72,108.13,109.28,109.13,108.82
"VIKARABAD","Telangana",20,110.31,111.22,110.95,110.67
"VILUPPURAM","Tamil Nadu",47,103.6,104.89,104.17,104.08
"VIRUDUNAGAR","Tamil Nadu",67,103.29,104.01,103.76,103.64
"VISHAKHAPATNAM","Andhra Pradesh",88,110.48,111.73,110.48,110.8
"VIZIANAGARAM","Andhra Pradesh",54,110.57,112.21,111.12,111.34
"WANAPARTHY","Telangana",23,110.71,111.55,111.21,111.23
"WARANGAL","Telangana",41,109.1,109.55,109.1,109.16
"WARANGAL RURAL","Telangana",35,109.1,109.47,109.31,109.24
"WARDHA","Maharashtra",21,106.18,107.01,106.58,106.58
"WASHIM","Maharashtra",23,106.6,107.16,106.91,106.91
"WAYANAD","Kerala",20,106.93,107.59,107.06,107.15
"WEST CHAMPARAN","Bihar",87,108.35,110.17,109,109.31
"WEST GARO HILLS","Meghalaya",25,94.27,95.6,95.43,95.07
"WEST GODAVARI","Andhra Pradesh",150,111.05,112.41,111.82,111.77
"WEST IMPHAL","Manipur",39,101.19,101.35,101.24,101.24
"WEST JAINTIA HILLS","Meghalaya",11,95.23,95.94,95.94,95.71
"WEST KAMENG","Arunachal Pradesh",7,94.78,97.17,94.82,95.99
"WEST KHASI HILLS","Meghalaya",8,94.8,96.38,96.1,95.85
"WEST SIANG","Arunachal Pradesh",6,95.77,96.59,96.59,96.45
"WEST SINGHBHUM","Jharkhand",26,99.86,101.74,101.74,100.97
"WEST TRIPURA","Tripura",22,99.43,99.77,99.49,99.52
"WOKHA","Nagaland",2,98.64,100.26,98.64,99.45
"West Delhi","Delhi",22,96.72,96.72,96.72,96.72
"West Karbi Anglong","Assam",3,97.71,98.48,98.48,98.17
"YADADRI BHUVANAGIRI","Telangana",44,109.27,110.22,109.87,109.64
"YADGIR","Karnataka",45,102.31,103.25,102.43,102.69
"YAMUNANAGAR","Haryana",97,97.08,97.66,97.61,97.39
"YANAM","Pondicherry",5,96.82,96.82,96.82,96.82
"YAVATMAL","Maharashtra",54,106.39,108.7,106.49,107.51
"ZUNHEBOTO","Nagaland",3,100.07,101.25,101.25,100.86
